forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
1/19/2024 12:00:00 AM,1/21/2024 12:00:00 AM,2177,23,2154
1/19/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2733,596,2137
1/19/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1548,116,1432
1/19/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1681,116,1565
1/19/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1681,116,1565
1/19/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1656,119,1537
1/19/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1523,119,1404
1/19/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1523,119,1404
1/19/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1571,119,1452
1/19/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/19/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/19/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/19/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/19/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/19/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/19/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/19/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/19/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/19/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/19/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/19/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/19/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/19/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/19/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/19/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/19/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/19/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/19/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/19/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/19/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/19/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/19/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/19/2024 12:00:00 AM,2/22/2024 12:00:00 AM,6049,2121,3928
1/19/2024 12:00:00 AM,2/23/2024 12:00:00 AM,6034,2124,3910
1/19/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7310,2124,5186
1/19/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7310,2124,5186
1/19/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7468,2124,5344
1/19/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7440,2121,5319
1/19/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7440,2121,5319
1/19/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7440,2121,5319
1/19/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8725,2465,6260
1/19/2024 12:00:00 AM,3/2/2024 12:00:00 AM,9057,2677,6380
1/19/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10755,3797,6958
1/19/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12695,3797,8898
1/19/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12722,3824,8898
1/19/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12721,4584,8137
1/19/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12721,4584,8137
1/19/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12925,4737,8188
1/19/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16846,8053,8793
1/19/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17619,7850,9769
1/19/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17915,7930,9985
1/19/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18000,8015,9985
1/19/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17907,8104,9803
1/19/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17608,8183,9425
1/19/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17978,8490,9488
1/19/2024 12:00:00 AM,3/16/2024 12:00:00 AM,20228,9305,10923
1/19/2024 12:00:00 AM,3/17/2024 12:00:00 AM,21472,9542,11930
1/19/2024 12:00:00 AM,3/18/2024 12:00:00 AM,22428,10302,12126
1/19/2024 12:00:00 AM,3/19/2024 12:00:00 AM,21407,10008,11399
1/19/2024 12:00:00 AM,3/20/2024 12:00:00 AM,21212,9919,11293
1/19/2024 12:00:00 AM,3/21/2024 12:00:00 AM,20465,9763,10702
1/19/2024 12:00:00 AM,3/22/2024 12:00:00 AM,20875,9810,11065
1/19/2024 12:00:00 AM,3/23/2024 12:00:00 AM,24682,11439,13243
1/19/2024 12:00:00 AM,3/24/2024 12:00:00 AM,25568,11945,13623
1/19/2024 12:00:00 AM,3/25/2024 12:00:00 AM,26038,12034,14004
1/19/2024 12:00:00 AM,3/26/2024 12:00:00 AM,25721,11881,13840
1/19/2024 12:00:00 AM,3/27/2024 12:00:00 AM,24928,11178,13750
1/19/2024 12:00:00 AM,3/28/2024 12:00:00 AM,24734,10993,13741
1/19/2024 12:00:00 AM,3/29/2024 12:00:00 AM,24014,9705,14309
1/19/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27108,11728,15380
1/19/2024 12:00:00 AM,3/31/2024 12:00:00 AM,28542,12968,15574
1/19/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29702,13649,16053
1/19/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28725,13747,14978
1/19/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29280,13651,15629
1/19/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29404,13631,15773
1/19/2024 12:00:00 AM,4/5/2024 12:00:00 AM,29683,13910,15773
1/19/2024 12:00:00 AM,4/6/2024 12:00:00 AM,36697,18094,18603
1/19/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40042,20244,19798
1/19/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39820,18645,21175
1/19/2024 12:00:00 AM,4/9/2024 12:00:00 AM,40580,19446,21134
1/19/2024 12:00:00 AM,4/10/2024 12:00:00 AM,41320,20785,20535
1/19/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40265,20576,19689
1/19/2024 12:00:00 AM,4/12/2024 12:00:00 AM,43674,21155,22519
1/19/2024 12:00:00 AM,4/13/2024 12:00:00 AM,46050,23110,22940
1/19/2024 12:00:00 AM,4/14/2024 12:00:00 AM,46762,24375,22387
1/19/2024 12:00:00 AM,4/15/2024 12:00:00 AM,47226,25141,22085
1/19/2024 12:00:00 AM,4/16/2024 12:00:00 AM,44835,25307,19528
1/19/2024 12:00:00 AM,4/17/2024 12:00:00 AM,43389,25245,18144
1/19/2024 12:00:00 AM,4/18/2024 12:00:00 AM,42484,24340,18144
1/19/2024 12:00:00 AM,4/19/2024 12:00:00 AM,41965,23101,18864
1/18/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2180,26,2154
1/18/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2180,26,2154
1/18/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1475,26,1449
1/18/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2031,599,1432
1/18/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1548,116,1432
1/18/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1681,116,1565
1/18/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1681,116,1565
1/18/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1656,119,1537
1/18/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1523,119,1404
1/18/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1523,119,1404
1/18/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1571,119,1452
1/18/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/18/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/18/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/18/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/18/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/18/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/18/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/18/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/18/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/18/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/18/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/18/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/18/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/18/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/18/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
1/18/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3388,23,3365
1/18/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3388,23,3365
1/18/2024 12:00:00 AM,2/16/2024 12:00:00 AM,3221,26,3195
1/18/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3433,251,3182
1/18/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/18/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/18/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/18/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/18/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5910,2121,3789
1/18/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5895,2124,3771
1/18/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7171,2124,5047
1/18/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7171,2124,5047
1/18/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7329,2124,5205
1/18/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7301,2121,5180
1/18/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7301,2121,5180
1/18/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7301,2121,5180
1/18/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8725,2465,6260
1/18/2024 12:00:00 AM,3/2/2024 12:00:00 AM,9057,2677,6380
1/18/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10755,3797,6958
1/18/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12695,3797,8898
1/18/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12722,3824,8898
1/18/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12721,4584,8137
1/18/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12721,4584,8137
1/18/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12925,4737,8188
1/18/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16846,8053,8793
1/18/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17619,7850,9769
1/18/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17915,7930,9985
1/18/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18000,8015,9985
1/18/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17907,8104,9803
1/18/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17608,8183,9425
1/18/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17978,8490,9488
1/18/2024 12:00:00 AM,3/16/2024 12:00:00 AM,20228,9305,10923
1/18/2024 12:00:00 AM,3/17/2024 12:00:00 AM,21472,9542,11930
1/18/2024 12:00:00 AM,3/18/2024 12:00:00 AM,22428,10302,12126
1/18/2024 12:00:00 AM,3/19/2024 12:00:00 AM,21546,10008,11538
1/18/2024 12:00:00 AM,3/20/2024 12:00:00 AM,21351,9919,11432
1/18/2024 12:00:00 AM,3/21/2024 12:00:00 AM,20604,9763,10841
1/18/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21014,9810,11204
1/18/2024 12:00:00 AM,3/23/2024 12:00:00 AM,24821,11439,13382
1/18/2024 12:00:00 AM,3/24/2024 12:00:00 AM,25707,11945,13762
1/18/2024 12:00:00 AM,3/25/2024 12:00:00 AM,26177,12034,14143
1/18/2024 12:00:00 AM,3/26/2024 12:00:00 AM,25860,11881,13979
1/18/2024 12:00:00 AM,3/27/2024 12:00:00 AM,25067,11178,13889
1/18/2024 12:00:00 AM,3/28/2024 12:00:00 AM,24873,10993,13880
1/18/2024 12:00:00 AM,3/29/2024 12:00:00 AM,24153,9705,14448
1/18/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27247,11728,15519
1/18/2024 12:00:00 AM,3/31/2024 12:00:00 AM,28681,12968,15713
1/18/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29702,13649,16053
1/18/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28725,13747,14978
1/18/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29280,13651,15629
1/18/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29404,13631,15773
1/18/2024 12:00:00 AM,4/5/2024 12:00:00 AM,29683,13910,15773
1/18/2024 12:00:00 AM,4/6/2024 12:00:00 AM,36697,18094,18603
1/18/2024 12:00:00 AM,4/7/2024 12:00:00 AM,39200,20244,18956
1/18/2024 12:00:00 AM,4/8/2024 12:00:00 AM,38978,18645,20333
1/18/2024 12:00:00 AM,4/9/2024 12:00:00 AM,39738,19446,20292
1/18/2024 12:00:00 AM,4/10/2024 12:00:00 AM,40478,20785,19693
1/18/2024 12:00:00 AM,4/11/2024 12:00:00 AM,39423,20576,18847
1/18/2024 12:00:00 AM,4/12/2024 12:00:00 AM,42832,21155,21677
1/18/2024 12:00:00 AM,4/13/2024 12:00:00 AM,45208,23110,22098
1/18/2024 12:00:00 AM,4/14/2024 12:00:00 AM,45920,24375,21545
1/18/2024 12:00:00 AM,4/15/2024 12:00:00 AM,46384,25141,21243
1/18/2024 12:00:00 AM,4/16/2024 12:00:00 AM,43993,25307,18686
1/18/2024 12:00:00 AM,4/17/2024 12:00:00 AM,42547,25245,17302
1/18/2024 12:00:00 AM,4/18/2024 12:00:00 AM,41642,24340,17302
1/17/2024 12:00:00 AM,1/18/2024 12:00:00 AM,2210,23,2187
1/17/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2180,26,2154
1/17/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2180,26,2154
1/17/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1475,26,1449
1/17/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2046,599,1447
1/17/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1563,116,1447
1/17/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1696,116,1580
1/17/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1696,116,1580
1/17/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1656,119,1537
1/17/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1523,119,1404
1/17/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1523,119,1404
1/17/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1586,119,1467
1/17/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1582,115,1467
1/17/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1734,115,1619
1/17/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1734,115,1619
1/17/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/17/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/17/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/17/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/17/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/17/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/17/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/17/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/17/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/17/2024 12:00:00 AM,2/11/2024 12:00:00 AM,1897,26,1871
1/17/2024 12:00:00 AM,2/12/2024 12:00:00 AM,2889,26,2863
1/17/2024 12:00:00 AM,2/13/2024 12:00:00 AM,2886,23,2863
1/17/2024 12:00:00 AM,2/14/2024 12:00:00 AM,2886,23,2863
1/17/2024 12:00:00 AM,2/15/2024 12:00:00 AM,2886,23,2863
1/17/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2719,26,2693
1/17/2024 12:00:00 AM,2/17/2024 12:00:00 AM,2931,251,2680
1/17/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/17/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/17/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/17/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/17/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5910,2121,3789
1/17/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5895,2124,3771
1/17/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7171,2124,5047
1/17/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7171,2124,5047
1/17/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7329,2124,5205
1/17/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7301,2121,5180
1/17/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7301,2121,5180
1/17/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7301,2121,5180
1/17/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8223,2465,5758
1/17/2024 12:00:00 AM,3/2/2024 12:00:00 AM,8555,2677,5878
1/17/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10253,3797,6456
1/17/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12193,3797,8396
1/17/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12220,3824,8396
1/17/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12219,4584,7635
1/17/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12219,4584,7635
1/17/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12423,4737,7686
1/17/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16846,8053,8793
1/17/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17619,7850,9769
1/17/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17915,7930,9985
1/17/2024 12:00:00 AM,3/12/2024 12:00:00 AM,18000,8015,9985
1/17/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17907,8104,9803
1/17/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17608,8183,9425
1/17/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17978,8490,9488
1/17/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21344,10421,10923
1/17/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22588,10658,11930
1/17/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23544,11418,12126
1/17/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22662,11124,11538
1/17/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22467,11035,11432
1/17/2024 12:00:00 AM,3/21/2024 12:00:00 AM,21720,10879,10841
1/17/2024 12:00:00 AM,3/22/2024 12:00:00 AM,22130,10926,11204
1/17/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25937,12555,13382
1/17/2024 12:00:00 AM,3/24/2024 12:00:00 AM,26823,13061,13762
1/17/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27293,13150,14143
1/17/2024 12:00:00 AM,3/26/2024 12:00:00 AM,26976,12997,13979
1/17/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26183,12294,13889
1/17/2024 12:00:00 AM,3/28/2024 12:00:00 AM,25989,12109,13880
1/17/2024 12:00:00 AM,3/29/2024 12:00:00 AM,25269,10821,14448
1/17/2024 12:00:00 AM,3/30/2024 12:00:00 AM,27805,12286,15519
1/17/2024 12:00:00 AM,3/31/2024 12:00:00 AM,29239,13526,15713
1/17/2024 12:00:00 AM,4/1/2024 12:00:00 AM,29882,14207,15675
1/17/2024 12:00:00 AM,4/2/2024 12:00:00 AM,28873,14305,14568
1/17/2024 12:00:00 AM,4/3/2024 12:00:00 AM,29428,14209,15219
1/17/2024 12:00:00 AM,4/4/2024 12:00:00 AM,29552,14189,15363
1/17/2024 12:00:00 AM,4/5/2024 12:00:00 AM,30654,15291,15363
1/17/2024 12:00:00 AM,4/6/2024 12:00:00 AM,37668,19475,18193
1/17/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40171,21625,18546
1/17/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39391,19468,19923
1/17/2024 12:00:00 AM,4/9/2024 12:00:00 AM,40151,20269,19882
1/17/2024 12:00:00 AM,4/10/2024 12:00:00 AM,40333,21050,19283
1/17/2024 12:00:00 AM,4/11/2024 12:00:00 AM,39278,20841,18437
1/17/2024 12:00:00 AM,4/12/2024 12:00:00 AM,42129,20862,21267
1/17/2024 12:00:00 AM,4/13/2024 12:00:00 AM,43682,21994,21688
1/17/2024 12:00:00 AM,4/14/2024 12:00:00 AM,44394,23259,21135
1/17/2024 12:00:00 AM,4/15/2024 12:00:00 AM,44858,24025,20833
1/17/2024 12:00:00 AM,4/16/2024 12:00:00 AM,42467,24191,18276
1/17/2024 12:00:00 AM,4/17/2024 12:00:00 AM,41021,24129,16892
1/16/2024 12:00:00 AM,1/17/2024 12:00:00 AM,2210,23,2187
1/16/2024 12:00:00 AM,1/18/2024 12:00:00 AM,2210,23,2187
1/16/2024 12:00:00 AM,1/19/2024 12:00:00 AM,2180,26,2154
1/16/2024 12:00:00 AM,1/20/2024 12:00:00 AM,2180,26,2154
1/16/2024 12:00:00 AM,1/21/2024 12:00:00 AM,1475,26,1449
1/16/2024 12:00:00 AM,1/22/2024 12:00:00 AM,2046,599,1447
1/16/2024 12:00:00 AM,1/23/2024 12:00:00 AM,1563,116,1447
1/16/2024 12:00:00 AM,1/24/2024 12:00:00 AM,1696,116,1580
1/16/2024 12:00:00 AM,1/25/2024 12:00:00 AM,1696,116,1580
1/16/2024 12:00:00 AM,1/26/2024 12:00:00 AM,1656,119,1537
1/16/2024 12:00:00 AM,1/27/2024 12:00:00 AM,1523,119,1404
1/16/2024 12:00:00 AM,1/28/2024 12:00:00 AM,1523,119,1404
1/16/2024 12:00:00 AM,1/29/2024 12:00:00 AM,1586,119,1467
1/16/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1582,115,1467
1/16/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1734,115,1619
1/16/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1734,115,1619
1/16/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/16/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/16/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/16/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/16/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/16/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/16/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/16/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/16/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/16/2024 12:00:00 AM,2/11/2024 12:00:00 AM,1897,26,1871
1/16/2024 12:00:00 AM,2/12/2024 12:00:00 AM,2889,26,2863
1/16/2024 12:00:00 AM,2/13/2024 12:00:00 AM,2886,23,2863
1/16/2024 12:00:00 AM,2/14/2024 12:00:00 AM,2886,23,2863
1/16/2024 12:00:00 AM,2/15/2024 12:00:00 AM,2886,23,2863
1/16/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2719,26,2693
1/16/2024 12:00:00 AM,2/17/2024 12:00:00 AM,2931,251,2680
1/16/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3433,251,3182
1/16/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4677,1432,3245
1/16/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5910,2121,3789
1/16/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5952,2121,3831
1/16/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5910,2121,3789
1/16/2024 12:00:00 AM,2/23/2024 12:00:00 AM,5895,2124,3771
1/16/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7171,2124,5047
1/16/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7171,2124,5047
1/16/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7329,2124,5205
1/16/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7301,2121,5180
1/16/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7301,2121,5180
1/16/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7301,2121,5180
1/16/2024 12:00:00 AM,3/1/2024 12:00:00 AM,8223,2465,5758
1/16/2024 12:00:00 AM,3/2/2024 12:00:00 AM,8370,2492,5878
1/16/2024 12:00:00 AM,3/3/2024 12:00:00 AM,10068,3612,6456
1/16/2024 12:00:00 AM,3/4/2024 12:00:00 AM,12008,3612,8396
1/16/2024 12:00:00 AM,3/5/2024 12:00:00 AM,12035,3639,8396
1/16/2024 12:00:00 AM,3/6/2024 12:00:00 AM,12034,4399,7635
1/16/2024 12:00:00 AM,3/7/2024 12:00:00 AM,12034,4399,7635
1/16/2024 12:00:00 AM,3/8/2024 12:00:00 AM,12238,4552,7686
1/16/2024 12:00:00 AM,3/9/2024 12:00:00 AM,16661,7868,8793
1/16/2024 12:00:00 AM,3/10/2024 12:00:00 AM,17434,7665,9769
1/16/2024 12:00:00 AM,3/11/2024 12:00:00 AM,17730,7745,9985
1/16/2024 12:00:00 AM,3/12/2024 12:00:00 AM,17815,7830,9985
1/16/2024 12:00:00 AM,3/13/2024 12:00:00 AM,17722,7919,9803
1/16/2024 12:00:00 AM,3/14/2024 12:00:00 AM,17423,7998,9425
1/16/2024 12:00:00 AM,3/15/2024 12:00:00 AM,17793,8305,9488
1/16/2024 12:00:00 AM,3/16/2024 12:00:00 AM,21159,10236,10923
1/16/2024 12:00:00 AM,3/17/2024 12:00:00 AM,22403,10473,11930
1/16/2024 12:00:00 AM,3/18/2024 12:00:00 AM,23354,11228,12126
1/16/2024 12:00:00 AM,3/19/2024 12:00:00 AM,22472,10934,11538
1/16/2024 12:00:00 AM,3/20/2024 12:00:00 AM,22277,10845,11432
1/16/2024 12:00:00 AM,3/21/2024 12:00:00 AM,21530,10689,10841
1/16/2024 12:00:00 AM,3/22/2024 12:00:00 AM,21940,10736,11204
1/16/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25747,12365,13382
1/16/2024 12:00:00 AM,3/24/2024 12:00:00 AM,26633,12871,13762
1/16/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27103,12960,14143
1/16/2024 12:00:00 AM,3/26/2024 12:00:00 AM,26786,12807,13979
